date,loc_id,maxtempC,mintempC,avgtempC,totalprecipMM,windspeedKmph,sunhour,winddirdegree,weatherCode,humidity,visibilityKm,pressureMB,cloudcover,HeatIndexC,DewPointC,WindChillC,WindGustKmph,FeelsLikeC,uvIndex,sunrise,sunset,moon_illumination,month,month_sin,month_cos,day,day_sin,day_cos,wind_cos,wind_sin
2009-02-15,1,17,12,14,0.0,13,13.6,235,113,49,10,1014,2,14,3,13,19,13,4,7.316666666666666,18.383333333333333,62.1,2,0.8660254037844386,0.5000000000000001,15,0.10116832198743272,-0.994869323391895,-0.5735764363510464,-0.8191520442889916
2009-02-16,1,15,8,11,0.0,13,13.6,225,113,65,9,1016,9,11,3,9,17,9,4,7.3,18.383333333333333,69.0,2,0.8660254037844386,0.5000000000000001,16,-0.10116832198743204,-0.9948693233918952,-0.7071067811865477,-0.7071067811865475
2009-02-17,1,11,6,8,2.7,10,10.9,262,116,84,8,1020,58,8,5,6,15,6,3,7.283333333333333,18.4,75.9,2,0.8660254037844386,0.5000000000000001,17,-0.2993631229733582,-0.9541392564000488,-0.13917310096006583,-0.9902680687415703
2009-02-18,1,15,6,10,0.3,5,13.6,151,113,61,9,1020,20,10,2,10,8,10,3,7.266666666666667,18.416666666666668,82.8,2,0.8660254037844386,0.5000000000000001,18,-0.4853019625310808,-0.8743466161445822,-0.8746197071393957,0.48480962024633717
2009-02-19,1,23,10,15,0.6,16,13.6,185,116,39,10,1012,24,15,0,15,24,15,5,7.25,18.433333333333334,89.7,2,0.8660254037844386,0.5000000000000001,19,-0.651372482722222,-0.7587581226927911,-0.9961946980917455,-0.08715574274765794
2009-02-20,1,12,9,11,0.5,14,10.9,257,122,83,8,1012,63,11,8,9,20,9,3,7.233333333333333,18.45,96.6,2,0.8660254037844386,0.5000000000000001,20,-0.7907757369376986,-0.6121059825476627,-0.22495105434386525,-0.9743700647852351
2009-02-21,1,10,6,7,24.0,23,9.7,249,356,88,8,1012,87,7,5,4,33,4,2,7.216666666666667,18.466666666666665,96.6,2,0.8660254037844386,0.5000000000000001,21,-0.8978045395707417,-0.44039415155763423,-0.3583679495453007,-0.9335804264972016
2009-02-22,1,9,6,8,10.2,13,9.7,203,302,90,7,1013,77,8,6,6,18,6,2,7.2,18.466666666666665,89.7,2,0.8660254037844386,0.5000000000000001,22,-0.9680771188662041,-0.2506525322587213,-0.9205048534524404,-0.39073112848927355
2009-02-23,1,14,7,9,0.7,12,13.3,186,113,67,9,1013,35,9,3,8,18,8,3,7.183333333333334,18.483333333333334,82.8,2,0.8660254037844386,0.5000000000000001,23,-0.9987165071710528,-0.05064916883871355,-0.9945218953682733,-0.1045284632676535
2009-02-24,1,15,8,11,0.0,12,13.6,168,113,59,10,1016,23,11,3,10,19,10,4,7.15,18.5,75.9,2,0.8660254037844386,0.5000000000000001,24,-0.9884683243281114,0.15142777750457667,-0.9781476007338057,0.20791169081775931
2009-02-25,1,16,8,12,0.0,7,13.6,160,113,56,10,1016,7,12,3,12,10,12,4,7.133333333333334,18.516666666666666,69.0,2,0.8660254037844386,0.5000000000000001,25,-0.9377521321470804,0.3473052528448203,-0.9396926207859083,0.3420201433256689
2009-02-26,1,19,10,14,0.0,10,13.6,177,113,44,10,1011,3,14,1,13,16,13,4,7.116666666666666,18.533333333333335,62.1,2,0.8660254037844386,0.5000000000000001,26,-0.848644257494751,0.5289640103269624,-0.9986295347545738,0.05233595624294381
2009-02-27,1,13,6,9,12.7,19,10.9,251,389,78,9,1009,67,9,5,6,26,6,2,7.1,18.533333333333335,55.2,2,0.8660254037844386,0.5000000000000001,27,-0.72479278722912,0.6889669190756865,-0.32556815445715664,-0.9455185755993168
2009-02-28,1,8,5,7,12.9,23,8.5,227,389,85,7,1012,94,7,5,3,30,3,2,7.083333333333333,18.55,48.3,2,0.8660254037844386,0.5000000000000001,28,-0.5712682150947924,0.8207634412072763,-0.6819983600624986,-0.7313537016191705
2009-03-01,1,7,5,6,17.8,16,10.9,243,353,93,6,1015,82,6,5,3,23,3,2,7.066666666666666,18.566666666666666,34.5,3,1.0,6.123233995736766e-17,1,0.20129852008866006,0.9795299412524945,-0.4539904997395469,-0.8910065241883678
2009-03-02,1,9,4,7,4.7,9,8.5,242,296,95,4,1021,96,7,6,5,14,5,2,7.05,18.583333333333332,27.6,3,1.0,6.123233995736766e-17,2,0.39435585511331855,0.9189578116202306,-0.46947156278589075,-0.882947592858927
2009-03-03,1,10,7,9,4.3,11,8.5,256,266,94,6,1020,91,9,8,7,17,7,2,7.016666666666667,18.583333333333332,20.7,3,1.0,6.123233995736766e-17,3,0.5712682150947923,0.8207634412072763,-0.24192189559966779,-0.9702957262759965
2009-03-04,1,16,7,12,0.0,7,13.6,183,113,72,8,1020,29,12,6,12,10,12,4,7.0,18.6,13.8,3,1.0,6.123233995736766e-17,4,0.7247927872291199,0.6889669190756866,-0.9986295347545738,-0.052335956242943564
2009-03-05,1,21,10,16,0.0,10,13.3,117,113,46,10,1017,25,16,4,16,19,16,5,6.983333333333333,18.616666666666667,6.9,3,1.0,6.123233995736766e-17,5,0.8486442574947509,0.5289640103269624,-0.4539904997395467,0.8910065241883679
2009-03-06,1,27,13,19,0.0,14,13.6,126,113,27,10,1013,6,19,-1,18,25,18,5,6.966666666666667,18.633333333333333,0.0,3,1.0,6.123233995736766e-17,6,0.9377521321470804,0.3473052528448203,-0.587785252292473,0.8090169943749475
2009-03-07,1,29,15,21,0.0,17,13.6,138,113,30,10,1009,11,21,3,21,29,21,6,6.95,18.633333333333333,0.0,3,1.0,6.123233995736766e-17,7,0.9884683243281114,0.1514277775045767,-0.743144825477394,0.6691306063588583
2009-03-08,1,24,12,19,0.0,16,13.6,248,113,53,10,1007,20,19,9,19,22,19,5,6.916666666666667,18.65,6.9,3,1.0,6.123233995736766e-17,8,0.9987165071710528,-0.05064916883871264,-0.3746065934159123,-0.9271838545667873
2009-03-09,1,16,10,12,0.0,17,13.6,287,113,50,10,1014,7,12,2,11,23,11,4,6.9,18.666666666666668,13.8,3,1.0,6.123233995736766e-17,9,0.9680771188662043,-0.2506525322587204,0.2923717047227367,-0.9563047559630354
2009-03-10,1,16,9,11,0.1,8,13.3,243,113,80,8,1019,48,11,8,11,12,11,4,6.883333333333333,18.683333333333334,20.7,3,1.0,6.123233995736766e-17,10,0.8978045395707416,-0.4403941515576344,-0.4539904997395469,-0.8910065241883678
2009-03-11,1,21,9,14,0.0,7,13.3,138,113,62,9,1018,33,14,6,14,11,14,4,6.866666666666667,18.683333333333334,27.6,3,1.0,6.123233995736766e-17,11,0.7907757369376989,-0.6121059825476626,-0.743144825477394,0.6691306063588583
2009-03-12,1,24,12,16,0.0,9,13.6,195,113,54,9,1014,15,16,5,16,13,16,5,6.833333333333333,18.7,34.5,3,1.0,6.123233995736766e-17,12,0.6513724827222223,-0.7587581226927909,-0.9659258262890683,-0.2588190451025208
2009-03-13,1,19,10,14,0.3,11,13.3,298,113,71,7,1013,37,14,8,13,15,13,4,6.816666666666666,18.716666666666665,41.4,3,1.0,6.123233995736766e-17,13,0.48530196253108104,-0.8743466161445821,0.4694715627858904,-0.8829475928589271
2009-03-14,1,13,9,10,0.9,17,10.9,268,353,78,8,1016,64,10,6,8,24,8,3,6.8,18.733333333333334,48.3,3,1.0,6.123233995736766e-17,14,0.29936312297335804,-0.9541392564000488,-0.03489949670250076,-0.9993908270190958
2009-03-15,1,11,8,10,2.6,14,10.9,252,116,81,8,1018,76,10,6,8,20,8,3,6.783333333333333,18.733333333333334,55.2,3,1.0,6.123233995736766e-17,15,0.10116832198743272,-0.994869323391895,-0.30901699437494756,-0.9510565162951535
2009-03-16,1,14,8,10,0.0,11,13.6,299,113,62,10,1018,2,10,2,8,15,8,3,6.75,18.75,62.1,3,1.0,6.123233995736766e-17,16,-0.10116832198743204,-0.9948693233918952,0.4848096202463373,-0.8746197071393956
2009-03-17,1,16,4,10,0.0,8,13.3,219,113,52,10,1017,19,10,0,10,11,10,4,6.733333333333333,18.766666666666666,69.0,3,1.0,6.123233995736766e-17,17,-0.2993631229733582,-0.9541392564000488,-0.7771459614569708,-0.6293203910498376
2009-03-18,1,17,8,11,0.0,12,13.6,236,113,58,10,1014,29,11,3,11,16,11,4,6.716666666666667,18.766666666666666,75.9,3,1.0,6.123233995736766e-17,18,-0.4853019625310808,-0.8743466161445822,-0.5591929034707466,-0.8290375725550418
2009-03-19,1,18,5,12,0.0,8,13.6,168,116,53,10,1016,33,12,1,12,13,12,4,6.683333333333334,18.783333333333335,82.8,3,1.0,6.123233995736766e-17,19,-0.651372482722222,-0.7587581226927911,-0.9781476007338057,0.20791169081775931
2009-03-20,1,18,9,13,0.0,10,10.9,163,113,51,10,1013,43,13,2,12,16,12,4,6.666666666666667,18.8,89.7,3,1.0,6.123233995736766e-17,20,-0.7907757369376986,-0.6121059825476627,-0.9563047559630355,0.2923717047227366
2009-03-21,1,19,7,12,0.0,10,13.6,281,113,72,8,1014,33,12,6,12,14,12,4,6.65,18.8,96.6,3,1.0,6.123233995736766e-17,21,-0.8978045395707417,-0.44039415155763423,0.1908089953765451,-0.9816271834476639
2009-03-22,1,19,7,13,0.0,8,13.6,289,113,56,8,1014,7,13,2,13,13,13,4,6.633333333333333,18.816666666666666,96.6,3,1.0,6.123233995736766e-17,22,-0.9680771188662041,-0.2506525322587213,0.3255681544571563,-0.945518575599317
2009-03-23,1,23,9,14,4.7,17,12.1,200,116,39,10,1007,47,14,-2,13,24,13,4,6.6,18.833333333333332,89.7,3,1.0,6.123233995736766e-17,23,-0.9987165071710528,-0.05064916883871355,-0.9396926207859084,-0.34202014332566866
2009-03-24,1,12,7,9,11.6,21,10.9,262,353,81,7,1012,79,9,6,6,28,6,2,6.583333333333333,18.85,82.8,3,1.0,6.123233995736766e-17,24,-0.9884683243281114,0.15142777750457667,-0.13917310096006583,-0.9902680687415703
2009-03-25,1,16,9,12,0.1,9,13.6,206,113,72,8,1017,30,12,6,11,13,11,4,6.566666666666666,18.85,75.9,3,1.0,6.123233995736766e-17,25,-0.9377521321470804,0.3473052528448203,-0.8987940462991669,-0.43837114678907746
2009-03-26,1,19,9,14,0.0,8,13.6,177,113,58,10,1015,3,14,5,13,11,13,4,6.533333333333333,18.866666666666667,69.0,3,1.0,6.123233995736766e-17,26,-0.848644257494751,0.5289640103269624,-0.9986295347545738,0.05233595624294381
2009-03-27,1,19,9,13,0.1,19,13.6,220,113,49,10,1012,13,13,1,12,26,12,4,6.516666666666667,18.883333333333333,62.1,3,1.0,6.123233995736766e-17,27,-0.72479278722912,0.6889669190756865,-0.766044443118978,-0.6427876096865393
2009-03-28,1,11,8,9,0.9,20,12.1,268,116,80,7,1014,74,9,6,7,28,7,3,6.5,18.883333333333333,55.2,3,1.0,6.123233995736766e-17,28,-0.5712682150947924,0.8207634412072763,-0.03489949670250076,-0.9993908270190958
2009-03-29,1,16,8,11,2.2,15,13.6,299,113,70,9,1017,36,11,5,10,19,10,4,6.483333333333333,18.9,48.3,3,1.0,6.123233995736766e-17,29,-0.3943558551133187,0.9189578116202306,0.4848096202463373,-0.8746197071393956
2009-03-30,1,17,7,11,0.0,12,13.6,287,113,74,7,1017,19,11,6,10,16,10,4,6.45,18.916666666666668,41.4,3,1.0,6.123233995736766e-17,30,-0.20129852008866114,0.9795299412524943,0.2923717047227367,-0.9563047559630354
2009-03-31,1,19,8,13,0.0,9,13.6,271,113,75,7,1014,38,13,8,12,12,12,4,6.433333333333334,18.916666666666668,34.5,3,1.0,6.123233995736766e-17,31,-2.4492935982947064e-16,1.0,0.01745240643728313,-0.9998476951563913
2009-04-01,1,25,11,18,0.0,10,10.9,105,122,43,9,1011,44,18,3,18,17,18,4,6.416666666666667,18.933333333333334,27.6,4,0.8660254037844387,-0.4999999999999998,1,0.20129852008866006,0.9795299412524945,-0.25881904510252085,0.9659258262890683
2009-04-02,1,24,14,19,0.0,13,13.3,142,113,28,10,1010,31,19,-1,19,20,19,5,6.383333333333334,18.95,20.7,4,0.8660254037844387,-0.4999999999999998,2,0.39435585511331855,0.9189578116202306,-0.7880107536067219,0.6156614753256584
2009-04-03,1,25,13,18,0.0,8,13.6,277,113,54,10,1011,9,18,8,18,11,18,5,6.366666666666666,18.95,13.8,4,0.8660254037844387,-0.4999999999999998,3,0.5712682150947923,0.8207634412072763,0.12186934340514768,-0.992546151641322
2009-04-04,1,23,12,17,0.0,10,13.6,309,113,64,10,1013,7,17,9,17,14,17,5,6.35,18.966666666666665,6.9,4,0.8660254037844387,-0.4999999999999998,4,0.7247927872291199,0.6889669190756866,0.6293203910498375,-0.7771459614569708
2009-04-05,1,23,11,17,0.0,7,13.3,136,113,53,10,1014,28,18,7,18,11,18,5,6.333333333333333,18.983333333333334,0.0,4,0.8660254037844387,-0.4999999999999998,5,0.8486442574947509,0.5289640103269624,-0.7193398003386512,0.6946583704589971
2009-04-06,1,28,13,20,0.0,19,13.6,228,113,41,10,1015,14,20,5,20,27,20,6,6.3,18.983333333333334,0.0,4,0.8660254037844387,-0.4999999999999998,6,0.9377521321470804,0.3473052528448203,-0.6691306063588581,-0.7431448254773944
2009-04-07,1,22,10,16,0.0,11,13.6,273,113,58,9,1016,21,16,6,15,15,15,5,6.283333333333333,19.0,6.9,4,0.8660254037844387,-0.4999999999999998,7,0.9884683243281114,0.1514277775045767,0.052335956242943946,-0.9986295347545738
2009-04-08,1,19,9,14,0.0,14,13.6,266,113,64,9,1014,18,14,6,13,19,13,4,6.266666666666667,19.016666666666666,13.8,4,0.8660254037844387,-0.4999999999999998,8,0.9987165071710528,-0.05064916883871264,-0.06975647374412558,-0.9975640502598242
2009-04-09,1,16,9,13,2.7,11,10.9,280,353,75,10,1013,59,13,8,12,14,12,3,6.25,19.016666666666666,20.7,4,0.8660254037844387,-0.4999999999999998,9,0.9680771188662043,-0.2506525322587204,0.17364817766692997,-0.9848077530122081
2009-04-10,1,22,9,15,0.0,7,13.6,236,113,66,8,1014,9,15,8,15,10,15,5,6.233333333333333,19.033333333333335,27.6,4,0.8660254037844387,-0.4999999999999998,10,0.8978045395707416,-0.4403941515576344,-0.5591929034707466,-0.8290375725550418
2009-04-11,1,25,11,18,0.0,6,13.3,201,113,54,8,1012,15,17,6,18,10,18,5,6.2,19.05,34.5,4,0.8660254037844387,-0.4999999999999998,11,0.7907757369376989,-0.6121059825476626,-0.9335804264972017,-0.35836794954530043
2009-04-12,1,29,14,21,0.0,11,13.6,220,113,35,10,1008,12,20,3,21,16,21,6,6.183333333333334,19.066666666666666,41.4,4,0.8660254037844387,-0.4999999999999998,12,0.6513724827222223,-0.7587581226927909,-0.766044443118978,-0.6427876096865393
2009-04-13,1,28,16,21,0.0,8,13.6,268,113,34,10,1012,4,21,4,21,11,21,6,6.166666666666667,19.066666666666666,48.3,4,0.8660254037844387,-0.4999999999999998,13,0.48530196253108104,-0.8743466161445821,-0.03489949670250076,-0.9993908270190958
2009-04-14,1,32,18,24,0.0,15,13.6,113,116,23,10,1009,46,23,0,24,24,23,6,6.15,19.083333333333332,55.2,4,0.8660254037844387,-0.4999999999999998,14,0.29936312297335804,-0.9541392564000488,-0.39073112848927377,0.9205048534524403
2009-04-15,1,20,12,16,0.0,24,13.6,273,113,57,10,1010,13,16,6,15,30,15,5,6.133333333333334,19.1,62.1,4,0.8660254037844387,-0.4999999999999998,15,0.10116832198743272,-0.994869323391895,0.052335956242943946,-0.9986295347545738
2009-04-16,1,15,11,13,2.0,16,10.9,258,353,78,8,1011,70,13,9,11,21,11,3,6.1,19.1,69.0,4,0.8660254037844387,-0.4999999999999998,16,-0.10116832198743204,-0.9948693233918952,-0.2079116908177598,-0.9781476007338056
2009-04-17,1,16,11,13,2.9,14,12.1,275,353,76,9,1012,56,13,9,12,19,12,3,6.083333333333333,19.116666666666667,75.9,4,0.8660254037844387,-0.4999999999999998,17,-0.2993631229733582,-0.9541392564000488,0.08715574274765789,-0.9961946980917455
2009-04-18,1,21,11,15,0.0,10,13.6,222,113,58,9,1014,1,15,6,15,13,15,5,6.066666666666666,19.133333333333333,82.8,4,0.8660254037844387,-0.4999999999999998,18,-0.4853019625310808,-0.8743466161445822,-0.7431448254773942,-0.6691306063588582
2009-04-19,1,28,11,19,0.0,9,13.6,83,113,30,10,1016,0,19,-2,19,15,19,5,6.05,19.133333333333333,89.7,4,0.8660254037844387,-0.4999999999999998,19,-0.651372482722222,-0.7587581226927911,0.12186934340514749,0.992546151641322
2009-04-20,1,33,15,23,0.0,9,13.6,129,113,19,10,1016,0,22,-3,22,14,22,6,6.033333333333333,19.15,96.6,4,0.8660254037844387,-0.4999999999999998,20,-0.7907757369376986,-0.6121059825476627,-0.6293203910498373,0.777145961456971
2009-04-21,1,32,17,24,0.0,11,13.6,242,113,22,10,1012,0,23,-1,24,16,23,6,6.016666666666667,19.166666666666668,96.6,4,0.8660254037844387,-0.4999999999999998,21,-0.8978045395707417,-0.44039415155763423,-0.46947156278589075,-0.882947592858927
2009-04-22,1,32,16,25,0.0,8,13.6,244,113,19,10,1009,0,24,-2,25,12,24,6,6.0,19.183333333333334,89.7,4,0.8660254037844387,-0.4999999999999998,22,-0.9680771188662041,-0.2506525322587213,-0.43837114678907774,-0.8987940462991668
2009-04-23,1,22,13,18,0.0,13,13.6,271,113,39,10,1011,11,19,3,18,17,18,5,5.983333333333333,19.183333333333334,82.8,4,0.8660254037844387,-0.4999999999999998,23,-0.9987165071710528,-0.05064916883871355,0.01745240643728313,-0.9998476951563913
2009-04-24,1,17,14,15,0.0,11,10.9,297,122,63,10,1016,73,15,8,15,15,15,4,5.966666666666667,19.2,75.9,4,0.8660254037844387,-0.4999999999999998,24,-0.9884683243281114,0.15142777750457667,0.45399049973954664,-0.891006524188368
2009-04-25,1,24,13,18,0.0,9,13.6,261,113,52,10,1016,13,18,6,18,12,18,5,5.95,19.216666666666665,69.0,4,0.8660254037844387,-0.4999999999999998,25,-0.9377521321470804,0.3473052528448203,-0.15643446504023104,-0.9876883405951377
2009-04-26,1,22,13,17,0.0,9,13.6,327,113,56,10,1017,4,17,7,16,11,16,5,5.933333333333334,19.216666666666665,62.1,4,0.8660254037844387,-0.4999999999999998,26,-0.848644257494751,0.5289640103269624,0.838670567945424,-0.544639035015027
2009-04-27,1,26,13,19,0.0,9,13.6,246,113,51,10,1015,2,19,6,19,13,19,5,5.916666666666667,19.233333333333334,55.2,4,0.8660254037844387,-0.4999999999999998,27,-0.72479278722912,0.6889669190756865,-0.4067366430758001,-0.913545457642601
2009-04-28,1,25,12,18,0.0,11,13.6,312,113,46,10,1014,12,18,4,18,16,18,5,5.9,19.25,48.3,4,0.8660254037844387,-0.4999999999999998,28,-0.5712682150947924,0.8207634412072763,0.6691306063588578,-0.7431448254773946
2009-04-29,1,28,13,21,0.0,8,12.1,215,116,32,10,1011,44,21,2,21,12,21,6,5.883333333333333,19.266666666666666,41.4,4,0.8660254037844387,-0.4999999999999998,29,-0.3943558551133187,0.9189578116202306,-0.8191520442889918,-0.5735764363510462
2009-04-30,1,23,12,18,0.0,13,13.6,278,113,55,10,1011,5,18,7,18,17,18,5,5.866666666666667,19.266666666666666,34.5,4,0.8660254037844387,-0.4999999999999998,30,-0.20129852008866114,0.9795299412524943,0.13917310096006547,-0.9902680687415704
2009-05-01,1,22,11,16,0.0,12,13.6,292,113,64,8,1013,27,16,8,16,15,16,5,5.85,19.283333333333335,20.7,5,0.49999999999999994,-0.8660254037844387,1,0.20129852008866006,0.9795299412524945,0.37460659341591196,-0.9271838545667874
2009-05-02,1,27,10,20,0.0,6,13.6,204,113,45,10,1016,11,19,4,20,9,20,5,5.833333333333333,19.3,13.8,5,0.49999999999999994,-0.8660254037844387,2,0.39435585511331855,0.9189578116202306,-0.9135454576426009,-0.4067366430758002
2009-05-03,1,24,18,21,0.0,9,13.3,133,116,36,10,1015,43,22,5,21,16,21,6,5.816666666666666,19.3,6.9,5,0.49999999999999994,-0.8660254037844387,3,0.5712682150947923,0.8207634412072763,-0.6819983600624984,0.7313537016191706
2009-05-04,1,35,19,25,2.0,27,13.6,213,116,40,10,1007,30,25,8,25,37,25,6,5.8,19.316666666666666,0.0,5,0.49999999999999994,-0.8660254037844387,4,0.7247927872291199,0.6889669190756866,-0.838670567945424,-0.5446390350150271
2009-05-05,1,22,14,17,0.0,16,13.6,282,113,58,10,1012,16,18,8,17,21,17,5,5.783333333333333,19.333333333333332,0.0,5,0.49999999999999994,-0.8660254037844387,5,0.8486442574947509,0.5289640103269624,0.20791169081775943,-0.9781476007338056
2009-05-06,1,23,12,17,0.0,11,13.6,277,113,60,9,1015,8,17,7,17,14,17,5,5.766666666666667,19.35,6.9,5,0.49999999999999994,-0.8660254037844387,6,0.9377521321470804,0.3473052528448203,0.12186934340514768,-0.992546151641322
2009-05-07,1,22,11,16,0.0,12,13.6,301,113,62,9,1016,19,16,8,16,15,16,5,5.75,19.35,13.8,5,0.49999999999999994,-0.8660254037844387,7,0.9884683243281114,0.1514277775045767,0.5150380749100542,-0.8571673007021123
2009-05-08,1,24,11,17,0.0,11,13.6,311,113,58,10,1017,10,17,7,17,15,17,5,5.75,19.366666666666667,20.7,5,0.49999999999999994,-0.8660254037844387,8,0.9987165071710528,-0.05064916883871264,0.656059028990507,-0.7547095802227722
2009-05-09,1,22,12,16,0.0,11,13.3,294,113,65,9,1016,27,16,8,16,14,16,5,5.733333333333333,19.383333333333333,27.6,5,0.49999999999999994,-0.8660254037844387,9,0.9680771188662043,-0.2506525322587204,0.40673664307579976,-0.9135454576426011
2009-05-10,1,22,11,16,0.0,8,13.6,262,116,69,8,1014,42,17,10,16,11,16,5,5.716666666666667,19.383333333333333,34.5,5,0.49999999999999994,-0.8660254037844387,10,0.8978045395707416,-0.4403941515576344,-0.13917310096006583,-0.9902680687415703
2009-05-11,1,24,12,18,0.0,11,13.6,294,113,56,8,1014,26,18,7,18,14,18,5,5.7,19.4,41.4,5,0.49999999999999994,-0.8660254037844387,11,0.7907757369376989,-0.6121059825476626,0.40673664307579976,-0.9135454576426011
2009-05-12,1,27,15,20,0.0,9,13.6,265,113,43,10,1015,2,20,5,20,13,20,6,5.7,19.416666666666668,48.3,5,0.49999999999999994,-0.8660254037844387,12,0.6513724827222223,-0.7587581226927909,-0.08715574274765825,-0.9961946980917455
2009-05-13,1,33,15,24,0.0,7,13.6,264,113,32,10,1014,1,23,3,24,11,23,6,5.683333333333334,19.416666666666668,55.2,5,0.49999999999999994,-0.8660254037844387,13,0.48530196253108104,-0.8743466161445821,-0.10452846326765336,-0.9945218953682734
2009-05-14,1,32,22,26,0.0,8,13.6,233,113,29,10,1013,3,26,5,26,11,26,7,5.666666666666667,19.433333333333334,62.1,5,0.49999999999999994,-0.8660254037844387,14,0.29936312297335804,-0.9541392564000488,-0.6018150231520483,-0.7986355100472928
2009-05-15,1,29,21,25,0.0,6,13.6,95,113,33,10,1013,8,25,7,25,9,25,7,5.65,19.45,69.0,5,0.49999999999999994,-0.8660254037844387,15,0.10116832198743272,-0.994869323391895,-0.08715574274765824,0.9961946980917455
2009-05-16,1,35,20,28,0.0,7,13.6,176,113,20,10,1013,2,27,2,28,11,27,7,5.65,19.466666666666665,75.9,5,0.49999999999999994,-0.8660254037844387,16,-0.10116832198743204,-0.9948693233918952,-0.9975640502598242,0.06975647374412552
2009-05-17,1,36,23,30,0.0,8,13.6,160,113,16,10,1012,1,28,0,30,12,28,7,5.633333333333333,19.466666666666665,82.8,5,0.49999999999999994,-0.8660254037844387,17,-0.2993631229733582,-0.9541392564000488,-0.9396926207859083,0.3420201433256689
2009-05-18,1,38,24,31,0.0,10,13.6,159,113,14,10,1010,0,30,-1,31,15,30,8,5.633333333333333,19.483333333333334,89.7,5,0.49999999999999994,-0.8660254037844387,18,-0.4853019625310808,-0.8743466161445822,-0.9335804264972017,0.3583679495453002
2009-05-19,1,34,21,27,0.0,12,13.6,281,113,29,10,1010,1,26,6,27,17,26,7,5.616666666666667,19.5,96.6,5,0.49999999999999994,-0.8660254037844387,19,-0.651372482722222,-0.7587581226927911,0.1908089953765451,-0.9816271834476639
2009-05-20,1,29,19,24,0.0,15,13.6,273,113,42,10,1010,6,24,9,24,19,24,6,5.6,19.5,96.6,5,0.49999999999999994,-0.8660254037844387,20,-0.7907757369376986,-0.6121059825476627,0.052335956242943946,-0.9986295347545738
2009-05-21,1,30,19,24,0.0,11,13.6,199,113,40,10,1010,8,24,8,24,14,24,6,5.6,19.516666666666666,89.7,5,0.49999999999999994,-0.8660254037844387,21,-0.8978045395707417,-0.44039415155763423,-0.9455185755993167,-0.32556815445715676
2009-05-22,1,31,21,25,0.0,11,13.6,196,113,40,10,1013,4,25,9,25,14,25,7,5.583333333333333,19.533333333333335,82.8,5,0.49999999999999994,-0.8660254037844387,22,-0.9680771188662041,-0.2506525322587213,-0.9612616959383189,-0.275637355816999
2009-05-23,1,30,19,24,0.0,12,13.6,266,113,41,10,1013,2,24,9,24,15,24,6,5.583333333333333,19.533333333333335,75.9,5,0.49999999999999994,-0.8660254037844387,23,-0.9987165071710528,-0.05064916883871355,-0.06975647374412558,-0.9975640502598242
2009-05-24,1,27,16,21,0.0,13,13.6,298,113,61,10,1013,8,21,12,21,16,21,6,5.566666666666666,19.55,69.0,5,0.49999999999999994,-0.8660254037844387,24,-0.9884683243281114,0.15142777750457667,0.4694715627858904,-0.8829475928589271
2009-05-25,1,28,16,21,0.0,12,13.6,311,113,63,8,1010,23,22,13,21,16,21,6,5.566666666666666,19.566666666666666,62.1,5,0.49999999999999994,-0.8660254037844387,25,-0.9377521321470804,0.3473052528448203,0.656059028990507,-0.7547095802227722
2009-05-26,1,29,19,24,0.0,12,13.6,311,113,48,10,1008,1,24,10,24,15,24,6,5.55,19.566666666666666,55.2,5,0.49999999999999994,-0.8660254037844387,26,-0.848644257494751,0.5289640103269624,0.656059028990507,-0.7547095802227722
2009-05-27,1,30,19,23,0.0,10,13.6,305,113,47,10,1009,2,24,10,23,12,24,6,5.55,19.583333333333332,48.3,5,0.49999999999999994,-0.8660254037844387,27,-0.72479278722912,0.6889669190756865,0.573576436351046,-0.8191520442889918
2009-05-28,1,28,18,22,0.0,12,13.6,290,113,39,10,1011,0,22,6,22,15,22,6,5.55,19.583333333333332,41.4,5,0.49999999999999994,-0.8660254037844387,28,-0.5712682150947924,0.8207634412072763,0.342020143325669,-0.9396926207859083
2009-05-29,1,29,17,22,0.0,10,13.6,306,113,44,10,1014,0,22,7,22,12,22,6,5.533333333333333,19.6,34.5,5,0.49999999999999994,-0.8660254037844387,29,-0.3943558551133187,0.9189578116202306,0.5877852522924729,-0.8090169943749476
2009-05-30,1,36,19,27,0.0,8,13.6,284,113,37,10,1014,0,26,7,27,10,26,7,5.533333333333333,19.616666666666667,27.6,5,0.49999999999999994,-0.8660254037844387,30,-0.20129852008866114,0.9795299412524943,0.24192189559966745,-0.9702957262759966
2009-05-31,1,34,20,26,0.0,11,13.6,303,113,38,10,1013,0,25,8,26,14,25,7,5.533333333333333,19.616666666666667,20.7,5,0.49999999999999994,-0.8660254037844387,31,-2.4492935982947064e-16,1.0,0.5446390350150266,-0.8386705679454243
2009-06-01,1,33,19,25,0.0,10,13.6,297,113,41,10,1012,0,25,9,25,13,25,7,5.516666666666667,19.633333333333333,13.8,6,1.2246467991473532e-16,-1.0,1,0.20129852008866006,0.9795299412524945,0.45399049973954664,-0.891006524188368
2009-06-02,1,35,21,27,0.0,9,13.6,301,113,39,10,1010,0,27,9,27,12,27,7,5.516666666666667,19.633333333333333,6.9,6,1.2246467991473532e-16,-1.0,2,0.39435585511331855,0.9189578116202306,0.5150380749100542,-0.8571673007021123
