date,loc_id,maxtempC,mintempC,avgtempC,totalprecipMM,windspeedKmph,sunhour,weatherCode,humidity,visibilityKm,pressureMB,cloudcover,DewPointC,WindGustKmph,sunrise,sunset,moon_illumination,month,day
2017-04-20,1,26,14,20,0.0,10,13.6,113,34,10,1019,0,2,13,6.033333333333333,19.15,55.2,4,20
2017-04-21,1,32,17,25,0.0,9,13.6,113,21,10,1017,0,0,12,6.016666666666667,19.166666666666668,48.3,4,21
2017-04-22,1,34,18,26,4.1,17,13.6,113,20,10,1010,3,1,24,6.0,19.183333333333334,41.4,4,22
2017-04-23,1,22,11,17,4.2,22,13.6,113,51,10,1013,2,7,28,5.983333333333333,19.183333333333334,34.5,4,23
2017-04-24,1,21,9,14,0.0,15,13.6,113,60,10,1017,7,6,18,5.966666666666667,19.2,27.6,4,24
2017-04-25,1,27,11,19,0.0,6,13.6,113,44,10,1016,0,4,8,5.95,19.216666666666665,20.7,4,25
2017-04-26,1,28,15,22,0.0,11,13.6,113,26,10,1014,3,1,15,5.933333333333334,19.216666666666665,13.8,4,26
2017-04-27,1,29,18,22,0.0,11,13.6,113,35,10,1013,2,4,13,5.916666666666667,19.23333333333333,6.9,4,27
2017-04-28,1,26,15,20,0.0,12,13.6,113,40,10,1013,1,5,15,5.9,19.25,0.0,4,28
2017-04-29,1,27,14,21,0.0,9,13.6,113,32,10,1012,0,1,10,5.883333333333333,19.266666666666666,0.0,4,29
2017-04-30,1,29,13,23,4.1,6,13.6,176,32,10,1010,15,3,8,5.866666666666667,19.266666666666666,6.9,4,30
2017-05-01,1,27,17,22,2.3,14,10.9,122,32,10,1010,49,3,18,5.85,19.28333333333333,20.7,5,1
2017-05-02,1,25,15,20,8.0,12,13.6,113,45,9,1012,10,7,15,5.833333333333333,19.3,27.6,5,2
2017-05-03,1,24,14,18,0.0,13,13.6,113,57,10,1014,2,9,15,5.816666666666666,19.3,34.5,5,3
2017-05-04,1,25,13,18,0.0,14,13.6,113,60,10,1014,7,9,16,5.8,19.316666666666663,41.4,5,4
2017-05-05,1,25,16,20,0.0,13,13.6,113,54,10,1015,4,9,15,5.783333333333333,19.33333333333333,48.3,5,5
2017-05-06,1,26,16,20,0.0,12,13.6,113,51,10,1015,5,8,14,5.766666666666667,19.35,55.2,5,6
2017-05-07,1,27,14,20,0.0,14,13.6,113,42,10,1014,4,5,17,5.75,19.35,62.1,5,7
2017-05-08,1,30,17,24,0.0,8,13.6,113,33,10,1015,1,5,11,5.75,19.366666666666667,69.0,5,8
2017-05-09,1,35,21,28,1.2,11,13.6,113,19,10,1011,2,1,15,5.733333333333333,19.383333333333333,75.9,5,9
2017-05-10,1,34,22,28,0.0,14,13.6,113,17,10,1010,0,0,19,5.716666666666667,19.383333333333333,82.8,5,10
2017-05-11,1,30,18,24,0.0,15,13.6,113,27,10,1012,0,3,19,5.7,19.4,89.7,5,11
2017-05-12,1,29,16,22,0.0,10,13.6,113,46,10,1014,0,8,12,5.7,19.416666666666668,96.6,5,12
2017-05-13,1,32,19,26,0.0,9,13.6,113,37,10,1014,0,8,10,5.683333333333334,19.433333333333334,96.6,5,13
2017-05-14,1,35,21,28,0.0,10,13.6,113,24,10,1013,0,5,12,5.666666666666667,19.433333333333334,89.7,5,14
2017-05-15,1,32,21,26,0.0,20,13.6,113,25,10,1011,0,3,25,5.65,19.45,82.8,5,15
2017-05-16,1,31,19,24,0.0,12,13.6,113,40,10,1012,0,8,14,5.65,19.466666666666665,75.9,5,16
2017-05-17,1,32,20,25,0.0,9,13.6,113,34,10,1010,1,6,10,5.633333333333333,19.466666666666665,69.0,5,17
2017-05-18,1,34,19,27,2.0,10,13.6,113,25,10,1008,10,3,12,5.633333333333333,19.48333333333333,62.1,5,18
2017-05-19,1,29,17,24,4.0,24,13.6,113,41,10,1008,4,9,29,5.616666666666667,19.5,55.2,5,19
2017-05-20,1,23,14,18,0.0,26,13.6,113,57,10,1013,12,9,31,5.6,19.5,48.3,5,20
2017-05-21,1,24,12,18,0.0,19,13.6,113,50,10,1014,3,6,23,5.6,19.516666666666666,41.4,5,21
2017-05-22,1,28,16,23,0.0,10,13.3,113,31,10,1011,19,3,11,5.583333333333333,19.53333333333333,34.5,5,22
2017-05-23,1,25,15,20,0.8,23,13.6,113,44,10,1013,9,7,27,5.583333333333333,19.53333333333333,27.6,5,23
2017-05-24,1,26,16,20,0.0,13,13.6,113,50,10,1016,1,8,15,5.566666666666666,19.55,20.7,5,24
2017-05-25,1,29,17,23,0.0,9,13.3,113,37,10,1014,15,4,11,5.566666666666666,19.566666666666663,13.8,5,25
2017-05-26,1,27,16,21,0.0,16,13.6,113,41,10,1013,2,6,19,5.55,19.566666666666663,6.9,5,26
2017-05-27,1,30,19,25,0.0,12,13.6,113,25,10,1012,0,2,15,5.55,19.58333333333333,0.0,5,27
2017-05-28,1,30,21,24,0.0,17,13.6,113,27,10,1012,0,3,20,5.55,19.58333333333333,0.0,5,28
2017-05-29,1,33,20,26,0.0,11,13.6,113,27,10,1013,1,4,14,5.533333333333333,19.6,6.9,5,29
2017-05-30,1,32,19,24,0.0,15,13.6,113,35,10,1017,10,7,17,5.533333333333333,19.616666666666667,13.8,5,30
2017-05-31,1,30,18,23,0.0,20,13.6,113,31,10,1017,5,4,24,5.533333333333333,19.616666666666667,20.7,5,31
2017-06-01,1,27,16,20,0.0,19,13.6,113,53,10,1015,2,9,22,5.516666666666667,19.633333333333333,27.6,6,1
2017-06-02,1,28,15,21,0.0,16,13.6,113,55,10,1015,11,11,18,5.516666666666667,19.633333333333333,34.5,6,2
2017-06-03,1,31,18,25,0.0,8,13.6,113,44,10,1013,3,10,9,5.516666666666667,19.65,41.4,6,3
2017-06-04,1,34,22,27,0.0,11,13.6,113,38,10,1011,1,10,12,5.516666666666667,19.65,48.3,6,4
2017-06-05,1,32,21,25,0.0,16,13.6,113,39,10,1011,0,9,19,5.516666666666667,19.666666666666668,55.2,6,5
2017-06-06,1,32,20,25,0.0,13,13.6,113,29,10,1012,0,4,15,5.5,19.666666666666668,62.1,6,6
2017-06-07,1,34,21,27,0.0,10,13.6,113,26,10,1012,5,4,12,5.5,19.683333333333334,69.0,6,7
2017-06-08,1,36,22,29,0.0,10,13.6,113,27,10,1010,0,6,11,5.5,19.683333333333334,75.9,6,8
2017-06-09,1,37,23,29,0.0,14,13.6,113,27,10,1009,3,7,18,5.5,19.7,82.8,6,9
2017-06-10,1,31,19,25,0.0,17,13.6,113,48,10,1011,0,11,19,5.5,19.7,89.7,6,10
2017-06-11,1,32,19,25,0.0,12,13.6,113,44,10,1010,0,9,14,5.5,19.716666666666665,96.6,6,11
2017-06-12,1,33,20,25,0.0,12,13.6,113,42,10,1009,0,9,14,5.5,19.716666666666665,96.6,6,12
2017-06-13,1,31,19,25,0.0,15,13.6,113,41,10,1010,1,9,17,5.5,19.716666666666665,89.7,6,13
2017-06-14,1,32,20,26,0.0,15,13.6,113,36,10,1008,2,9,18,5.5,19.73333333333333,82.8,6,14
2017-06-15,1,31,18,25,0.0,11,13.6,113,50,10,1011,1,12,13,5.5,19.73333333333333,75.9,6,15
2017-06-16,1,33,21,26,0.0,14,13.6,113,43,10,1011,0,11,16,5.5,19.73333333333333,69.0,6,16
2017-06-17,1,32,21,26,0.0,16,13.6,113,43,10,1010,1,11,18,5.5,19.75,62.1,6,17
2017-06-18,1,33,22,27,0.0,15,13.6,113,37,10,1009,0,10,17,5.516666666666667,19.75,55.2,6,18
2017-06-19,1,33,22,27,0.0,17,13.6,113,35,10,1009,0,8,19,5.516666666666667,19.75,48.3,6,19
2017-06-20,1,30,20,24,0.0,20,13.6,113,46,10,1011,1,11,23,5.516666666666667,19.766666666666666,41.4,6,20
2017-06-21,1,29,18,23,0.0,19,13.6,113,47,10,1011,2,10,22,5.516666666666667,19.766666666666666,34.5,6,21
2017-06-22,1,29,19,23,0.0,15,13.6,113,50,10,1012,1,11,17,5.516666666666667,19.766666666666666,27.6,6,22
2017-06-23,1,31,19,24,0.0,14,13.6,113,48,10,1012,1,11,16,5.533333333333333,19.766666666666666,20.7,6,23
2017-06-24,1,33,20,26,0.0,11,13.6,113,45,10,1010,0,12,13,5.533333333333333,19.766666666666666,13.8,6,24
2017-06-25,1,35,21,28,0.0,11,13.6,113,36,10,1009,0,10,12,5.533333333333333,19.766666666666666,6.9,6,25
2017-06-26,1,37,23,30,0.0,10,13.6,113,33,10,1008,0,10,12,5.55,19.766666666666666,0.0,6,26
2017-06-27,1,38,25,30,0.0,13,13.6,113,34,10,1008,0,11,15,5.55,19.78333333333333,0.0,6,27
2017-06-28,1,36,24,29,0.0,13,13.6,113,31,10,1009,0,8,15,5.55,19.78333333333333,6.9,6,28
2017-06-29,1,35,22,27,0.0,14,13.6,113,30,10,1009,0,7,17,5.566666666666666,19.78333333333333,13.8,6,29
2017-06-30,1,35,22,28,0.0,15,13.6,113,36,10,1007,0,11,18,5.566666666666666,19.78333333333333,20.7,6,30
2017-07-01,1,37,23,31,0.0,11,13.6,113,41,10,1003,2,14,13,5.566666666666666,19.78333333333333,34.5,7,1
2017-07-02,1,39,27,33,0.0,12,13.6,113,30,10,1003,0,11,15,5.583333333333333,19.78333333333333,41.4,7,2
2017-07-03,1,39,27,33,0.0,14,13.6,113,23,10,1004,0,8,18,5.583333333333333,19.766666666666666,48.3,7,3
2017-07-04,1,39,28,33,0.0,14,13.6,113,23,10,1006,0,8,17,5.6,19.766666666666666,55.2,7,4
2017-07-05,1,37,24,30,0.0,15,13.6,113,38,10,1007,23,13,18,5.6,19.766666666666666,62.1,7,5
2017-07-06,1,35,22,27,0.0,17,13.6,113,49,10,1007,16,14,21,5.616666666666667,19.766666666666666,69.0,7,6
2017-07-07,1,34,20,26,0.0,18,13.6,113,51,10,1006,1,14,22,5.616666666666667,19.766666666666666,75.9,7,7
2017-07-08,1,34,20,27,0.0,15,13.6,113,49,10,1006,4,13,19,5.633333333333333,19.766666666666666,82.8,7,8
2017-07-09,1,35,23,29,0.0,13,13.6,113,40,10,1008,0,12,15,5.633333333333333,19.766666666666666,89.7,7,9
2017-07-10,1,37,25,31,0.0,12,13.6,113,29,10,1009,20,8,15,5.65,19.75,96.6,7,10
2017-07-11,1,39,26,32,0.0,12,13.6,116,26,10,1009,40,8,15,5.65,19.75,96.6,7,11
2017-07-12,1,38,24,31,0.0,13,13.6,113,31,10,1007,3,10,17,5.666666666666667,19.75,89.7,7,12
2017-07-13,1,37,24,30,0.0,16,13.6,113,36,10,1004,0,11,18,5.666666666666667,19.73333333333333,82.8,7,13
2017-07-14,1,37,25,30,0.0,14,13.6,113,28,10,1004,0,8,16,5.683333333333334,19.73333333333333,75.9,7,14
2017-07-15,1,36,25,30,0.0,13,13.6,113,24,10,1006,0,6,16,5.683333333333334,19.73333333333333,69.0,7,15
2017-07-16,1,38,24,31,0.0,11,13.6,113,24,10,1007,0,6,14,5.7,19.716666666666665,62.1,7,16
2017-07-17,1,39,26,32,0.0,12,13.6,113,25,10,1007,0,8,15,5.7,19.716666666666665,55.2,7,17
2017-07-18,1,38,25,30,0.0,14,13.6,113,35,10,1009,0,11,16,5.716666666666667,19.7,48.3,7,18
2017-07-19,1,35,22,28,0.0,18,13.6,113,41,10,1008,0,13,22,5.733333333333333,19.7,41.4,7,19
2017-07-20,1,34,24,28,0.0,12,13.6,113,44,10,1006,3,14,14,5.733333333333333,19.683333333333334,34.5,7,20
2017-07-21,1,36,23,28,0.0,14,13.6,113,45,10,1006,7,14,17,5.75,19.683333333333334,27.6,7,21
2017-07-22,1,35,23,28,0.0,14,13.6,113,46,10,1009,1,14,17,5.766666666666667,19.666666666666668,20.7,7,22
2017-07-23,1,34,24,28,0.0,13,13.6,113,41,10,1008,1,12,16,5.766666666666667,19.666666666666668,13.8,7,23
2017-07-24,1,35,23,29,0.0,12,13.6,113,43,10,1005,7,14,14,5.783333333333333,19.65,6.9,7,24
2017-07-25,1,36,24,30,0.0,13,13.6,113,37,10,1005,8,12,16,5.783333333333333,19.65,0.0,7,25
2017-07-26,1,37,24,31,0.0,11,13.6,113,32,10,1006,16,10,14,5.8,19.633333333333333,0.0,7,26
2017-07-27,1,37,26,31,0.0,13,13.6,113,30,10,1007,9,10,17,5.816666666666666,19.616666666666667,6.9,7,27
2017-07-28,1,34,24,28,0.0,20,13.6,113,44,10,1010,1,14,24,5.816666666666666,19.616666666666667,13.8,7,28
2017-07-29,1,32,21,26,0.0,17,13.6,113,47,10,1011,0,12,21,5.833333333333333,19.6,20.7,7,29
2017-07-30,1,33,22,27,0.0,10,13.6,113,45,10,1009,0,12,12,5.85,19.58333333333333,27.6,7,30
2017-07-31,1,37,23,30,0.0,9,13.6,113,42,10,1007,0,12,11,5.85,19.566666666666663,34.5,7,31
2017-08-01,1,37,26,30,0.0,14,13.6,113,39,10,1009,1,13,17,5.866666666666667,19.566666666666663,41.4,8,1
2017-08-02,1,34,24,28,0.0,15,13.6,113,37,10,1011,0,10,18,5.883333333333333,19.55,48.3,8,2
2017-08-03,1,33,23,27,0.0,15,13.6,113,42,10,1009,0,11,18,5.883333333333333,19.53333333333333,55.2,8,3
2017-08-04,1,32,23,27,0.0,13,13.6,113,44,10,1008,0,12,15,5.9,19.516666666666666,62.1,8,4
2017-08-05,1,32,23,27,0.0,12,13.6,113,43,10,1007,0,12,14,5.916666666666667,19.5,69.0,8,5
2017-08-06,1,33,23,28,0.0,11,13.6,113,38,10,1008,0,11,13,5.916666666666667,19.48333333333333,75.9,8,6
2017-08-07,1,35,24,29,0.0,10,13.6,113,40,10,1007,0,12,13,5.933333333333334,19.466666666666665,82.8,8,7
2017-08-08,1,36,23,29,0.0,14,13.6,113,43,10,1008,1,14,17,5.933333333333334,19.45,89.7,8,8
2017-08-09,1,37,24,30,0.0,12,13.6,113,45,10,1008,3,15,15,5.95,19.45,96.6,8,9
2017-08-10,1,35,24,29,0.0,14,13.6,113,47,10,1008,1,15,18,5.966666666666667,19.433333333333334,96.6,8,10
2017-08-11,1,34,22,28,0.0,13,13.6,113,46,10,1007,0,13,15,5.966666666666667,19.416666666666668,89.7,8,11
2017-08-12,1,34,24,28,0.0,13,13.6,113,48,10,1006,0,14,16,5.983333333333333,19.4,82.8,8,12
2017-08-13,1,34,24,29,0.0,14,13.6,113,44,10,1007,0,14,16,6.0,19.383333333333333,75.9,8,13
2017-08-14,1,34,25,29,0.0,14,13.6,113,43,10,1009,0,14,17,6.0,19.366666666666667,69.0,8,14
2017-08-15,1,33,22,27,0.0,14,13.6,113,54,10,1008,2,16,16,6.016666666666667,19.33333333333333,62.1,8,15
2017-08-16,1,33,22,27,0.0,13,13.6,113,49,10,1005,0,14,16,6.033333333333333,19.316666666666663,55.2,8,16
2017-08-17,1,33,23,27,0.0,13,13.6,113,47,10,1007,0,13,16,6.033333333333333,19.3,48.3,8,17
2017-08-18,1,32,23,27,0.0,14,13.6,113,46,10,1010,0,13,16,6.05,19.28333333333333,41.4,8,18
2017-08-19,1,34,22,28,0.0,11,13.6,113,37,10,1011,12,10,14,6.05,19.266666666666666,34.5,8,19
2017-08-20,1,35,24,29,0.0,13,13.6,113,33,10,1010,6,10,16,6.066666666666666,19.25,27.6,8,20
2017-08-21,1,32,22,26,0.0,17,13.6,113,50,10,1010,1,14,21,6.083333333333333,19.23333333333333,20.7,8,21
2017-08-22,1,31,21,25,0.0,18,13.6,113,54,10,1010,1,14,21,6.083333333333333,19.216666666666665,13.8,8,22
2017-08-23,1,32,20,26,0.0,12,13.6,113,52,10,1010,1,14,14,6.1,19.2,6.9,8,23
2017-08-24,1,34,22,28,0.0,10,13.6,113,49,10,1010,0,14,12,6.116666666666666,19.166666666666668,0.0,8,24
2017-08-25,1,35,24,29,0.0,11,13.6,113,47,10,1009,2,15,13,6.116666666666666,19.15,0.0,8,25
2017-08-26,1,35,23,28,0.0,14,13.6,113,43,10,1008,2,13,18,6.133333333333334,19.133333333333333,6.9,8,26
2017-08-27,1,33,23,28,0.0,14,13.6,113,40,10,1007,0,11,17,6.133333333333334,19.116666666666667,13.8,8,27
2017-08-28,1,32,23,27,0.0,13,13.6,113,44,10,1007,0,12,15,6.15,19.08333333333333,20.7,8,28
2017-08-29,1,32,20,26,0.0,12,13.6,113,46,10,1007,0,11,13,6.166666666666667,19.066666666666663,27.6,8,29
2017-08-30,1,31,21,25,0.0,12,13.6,113,45,10,1009,0,11,14,6.166666666666667,19.05,34.5,8,30
2017-08-31,1,30,21,24,0.0,13,13.6,113,51,10,1010,0,13,16,6.183333333333334,19.03333333333333,41.4,8,31
2017-09-01,1,30,19,24,0.0,16,13.6,113,58,10,1010,1,14,20,6.2,19.0,55.2,9,1
2017-09-02,1,33,20,27,0.0,11,13.6,113,52,10,1009,3,14,13,6.2,18.98333333333333,62.1,9,2
2017-09-03,1,35,24,29,0.0,11,13.6,113,43,10,1008,9,13,14,6.216666666666667,18.966666666666665,69.0,9,3
2017-09-04,1,35,23,28,0.0,14,13.6,113,49,10,1010,8,15,19,6.216666666666667,18.95,75.9,9,4
2017-09-05,1,35,22,28,0.0,12,13.6,113,44,10,1011,2,12,16,6.233333333333333,18.916666666666668,82.8,9,5
2017-09-06,1,31,21,25,0.0,15,13.6,113,46,10,1011,0,12,18,6.25,18.9,89.7,9,6
2017-09-07,1,30,20,25,0.0,12,13.6,113,49,10,1012,0,12,14,6.25,18.883333333333333,96.6,9,7
2017-09-08,1,37,22,30,0.0,7,13.6,113,37,10,1012,0,10,9,6.266666666666667,18.85,96.6,9,8
2017-09-09,1,37,26,31,0.0,10,13.6,113,39,10,1011,0,13,12,6.266666666666667,18.83333333333333,89.7,9,9
2017-09-10,1,35,24,29,0.0,10,13.6,113,44,10,1011,0,14,12,6.283333333333333,18.816666666666663,82.8,9,10
2017-09-11,1,36,24,30,0.0,9,13.6,113,35,10,1011,0,11,11,6.3,18.78333333333333,75.9,9,11
2017-09-12,1,36,26,31,0.0,9,13.6,113,27,10,1012,0,7,12,6.3,18.766666666666666,69.0,9,12
2017-09-13,1,36,26,30,0.0,9,13.6,113,24,10,1012,1,5,13,6.316666666666666,18.75,62.1,9,13
2017-09-14,1,37,23,29,0.0,10,13.6,113,38,10,1009,9,11,14,6.316666666666666,18.716666666666665,55.2,9,14
2017-09-15,1,31,22,26,0.0,16,13.6,113,59,10,1009,3,17,20,6.333333333333333,18.7,48.3,9,15
2017-09-16,1,30,21,25,0.0,13,13.6,113,58,10,1011,3,15,16,6.35,18.683333333333334,41.4,9,16
2017-09-17,1,30,20,25,0.0,11,13.6,113,48,10,1011,0,11,12,6.35,18.65,34.5,9,17
2017-09-18,1,32,22,26,0.0,9,13.6,113,43,10,1010,0,11,11,6.366666666666666,18.633333333333333,27.6,9,18
2017-09-19,1,31,23,26,0.0,12,13.6,113,46,10,1010,0,12,14,6.366666666666666,18.616666666666667,20.7,9,19
2017-09-20,1,28,21,24,0.0,13,13.6,113,54,10,1012,2,13,15,6.383333333333334,18.58333333333333,13.8,9,20
2017-09-21,1,31,21,25,0.0,13,13.6,113,50,10,1013,1,13,15,6.4,18.566666666666663,6.9,9,21
2017-09-22,1,31,22,25,0.0,13,13.6,113,58,10,1014,0,15,15,6.4,18.55,0.0,9,22
2017-09-23,1,28,19,23,0.0,12,13.6,113,57,10,1015,2,13,15,6.416666666666667,18.53333333333333,0.0,9,23
2017-09-24,1,28,18,22,0.6,16,13.6,113,54,10,1013,2,12,21,6.433333333333334,18.5,6.9,9,24
2017-09-25,1,29,19,24,0.0,10,13.3,113,53,10,1014,19,12,12,6.433333333333334,18.48333333333333,13.8,9,25
2017-09-26,1,28,19,23,0.0,13,13.6,113,56,10,1014,6,13,17,6.45,18.466666666666665,20.7,9,26
2017-09-27,1,27,18,22,0.0,13,13.6,113,57,10,1016,1,12,16,6.45,18.433333333333334,27.6,9,27
2017-09-28,1,27,18,22,0.0,10,13.6,113,53,10,1015,0,11,12,6.466666666666667,18.416666666666668,34.5,9,28
2017-09-29,1,27,19,22,0.0,13,13.6,113,54,10,1013,0,11,16,6.483333333333333,18.4,41.4,9,29
2017-09-30,1,26,18,21,0.0,15,13.6,113,59,10,1015,2,12,18,6.483333333333333,18.366666666666667,48.3,9,30
2017-10-01,1,27,19,23,0.0,9,13.6,113,49,10,1016,0,11,11,6.5,18.35,55.2,10,1
2017-10-02,1,31,21,26,0.0,9,13.6,113,29,10,1014,0,6,12,6.516666666666667,18.33333333333333,62.1,10,2
2017-10-03,1,27,20,22,0.0,14,13.6,113,53,10,1014,1,12,18,6.516666666666667,18.3,69.0,10,3
2017-10-04,1,27,17,21,0.0,11,13.6,113,63,10,1016,3,13,14,6.533333333333333,18.28333333333333,75.9,10,4
2017-10-05,1,25,18,21,0.0,12,13.6,113,64,10,1014,5,13,14,6.55,18.266666666666666,82.8,10,5
2017-10-06,1,20,17,18,0.0,11,13.6,113,72,10,1013,2,14,13,6.55,18.25,89.7,10,6
2017-10-07,1,26,19,22,0.0,8,13.6,113,44,10,1013,3,8,11,6.566666666666666,18.216666666666665,96.6,10,7
2017-10-08,1,26,20,22,0.0,17,13.6,113,43,10,1013,5,8,22,6.583333333333333,18.2,96.6,10,8
2017-10-09,1,24,17,20,0.0,18,13.6,113,59,10,1014,12,12,23,6.583333333333333,18.183333333333334,89.7,10,9
2017-10-10,1,24,16,19,0.0,12,13.6,113,63,10,1016,8,11,15,6.6,18.166666666666668,82.8,10,10
2017-10-11,1,24,16,20,0.0,8,13.6,113,61,10,1016,2,11,10,6.616666666666667,18.15,75.9,10,11
2017-10-12,1,25,17,21,0.0,9,13.6,113,55,10,1015,1,10,10,6.616666666666667,18.116666666666667,69.0,10,12
2017-10-13,1,25,16,20,0.0,11,13.6,113,59,10,1015,1,11,14,6.633333333333333,18.1,62.1,10,13
2017-10-14,1,24,17,19,0.0,14,13.6,113,56,10,1015,3,10,18,6.65,18.08333333333333,55.2,10,14
2017-10-15,1,23,16,19,0.0,10,13.6,113,54,10,1016,2,9,13,6.666666666666667,18.066666666666663,48.3,10,15
2017-10-16,1,22,15,19,0.0,11,13.6,113,55,10,1016,7,9,15,6.666666666666667,18.05,41.4,10,16
2017-10-17,1,26,16,20,0.0,9,13.6,113,48,10,1016,6,8,12,6.683333333333334,18.03333333333333,34.5,10,17
2017-10-18,1,29,19,23,0.0,9,13.6,113,28,10,1016,0,3,13,6.7,18.016666666666666,27.6,10,18
2017-10-19,1,28,18,24,0.0,10,13.6,113,22,10,1015,0,0,14,6.716666666666667,18.0,20.7,10,19
2017-10-20,1,27,19,22,0.0,8,13.6,113,44,10,1015,0,8,11,6.716666666666667,17.966666666666665,13.8,10,20
2017-10-21,1,25,17,20,0.0,11,13.6,113,62,10,1015,1,12,13,6.733333333333333,17.95,6.9,10,21
2017-10-22,1,24,17,20,0.0,9,13.6,113,59,10,1014,0,11,10,6.75,17.933333333333334,0.0,10,22
2017-10-23,1,26,16,21,0.0,6,13.6,113,50,10,1012,1,8,7,6.766666666666667,17.916666666666668,0.0,10,23
2017-10-24,1,23,17,20,0.0,9,12.1,113,56,10,1013,29,10,11,6.766666666666667,17.9,6.9,10,24
2017-10-25,1,25,16,20,0.0,8,13.6,113,51,10,1016,2,9,11,6.783333333333333,17.883333333333333,13.8,10,25
2017-10-26,1,28,17,23,0.0,5,13.6,113,33,10,1017,0,4,8,6.8,17.866666666666667,20.7,10,26
2017-10-27,1,28,20,23,0.0,6,13.6,113,29,10,1013,1,3,9,6.816666666666666,17.85,27.6,10,27
2017-10-28,1,22,17,19,0.0,13,13.6,113,51,10,1012,14,9,18,6.833333333333333,17.833333333333332,34.5,10,28
2017-10-29,1,23,16,19,0.0,11,13.6,113,42,10,1014,0,5,15,6.833333333333333,17.816666666666666,41.4,10,29
2017-10-30,1,20,15,17,0.0,19,13.3,113,62,10,1015,21,9,26,6.85,17.816666666666666,48.3,10,30
2017-10-31,1,22,14,17,0.0,12,13.6,113,69,10,1017,10,11,17,6.866666666666667,17.8,55.2,10,31
2017-11-01,1,21,14,17,0.2,10,13.6,113,63,10,1016,10,9,13,6.883333333333333,17.783333333333335,69.0,11,1
2017-11-02,1,20,13,16,0.2,7,13.6,113,70,10,1015,21,10,9,6.9,17.766666666666666,75.9,11,2
2017-11-03,1,20,13,16,0.2,9,13.6,113,65,10,1014,18,9,13,6.916666666666667,17.75,82.8,11,3
2017-11-04,1,20,14,17,0.0,7,13.6,113,62,10,1016,3,9,9,6.916666666666667,17.733333333333334,89.7,11,4
2017-11-05,1,22,14,17,0.0,9,13.6,113,59,10,1014,3,8,11,6.933333333333334,17.733333333333334,96.6,11,5
2017-11-06,1,20,13,16,0.0,7,13.6,113,61,10,1017,8,9,9,6.95,17.716666666666665,96.6,11,6
2017-11-07,1,22,14,18,0.0,8,13.6,113,57,10,1017,6,8,11,6.966666666666667,17.7,89.7,11,7
2017-11-08,1,21,14,17,0.0,12,13.6,113,61,10,1016,5,9,17,6.983333333333333,17.683333333333334,82.8,11,8
2017-11-09,1,20,13,16,0.0,11,13.6,113,70,10,1018,15,10,14,7.0,17.683333333333334,75.9,11,9
2017-11-10,1,19,13,16,0.0,7,13.6,113,59,10,1018,1,8,10,7.016666666666667,17.666666666666668,69.0,11,10
2017-11-11,1,20,13,17,0.0,5,13.6,113,56,10,1018,1,7,7,7.016666666666667,17.65,62.1,11,11
2017-11-12,1,24,13,19,0.0,18,13.6,113,34,10,1018,6,2,27,7.033333333333333,17.65,55.2,11,12
2017-11-13,1,25,15,20,0.0,16,13.6,113,35,10,1015,10,3,23,7.05,17.633333333333333,48.3,11,13
2017-11-14,1,23,14,18,0.0,6,13.6,113,42,10,1016,24,4,10,7.066666666666666,17.633333333333333,41.4,11,14
2017-11-15,1,25,14,19,0.0,4,13.6,113,43,10,1018,2,4,6,7.083333333333333,17.616666666666667,34.5,11,15
2017-11-16,1,24,13,19,0.0,8,13.6,113,26,10,1017,7,-2,14,7.1,17.6,27.6,11,16
2017-11-17,1,25,14,19,0.0,12,13.6,113,24,10,1015,7,-2,20,7.116666666666666,17.6,20.7,11,17
2017-11-18,1,24,15,19,1.3,8,9.7,122,26,10,1013,71,-1,13,7.133333333333334,17.583333333333332,13.8,11,18
2017-11-19,1,20,15,17,3.2,11,13.6,113,55,10,1014,4,8,15,7.15,17.583333333333332,6.9,11,19
2017-11-20,1,18,12,15,0.0,11,13.3,113,68,10,1014,23,8,15,7.15,17.583333333333332,0.0,11,20
2017-11-21,1,14,9,12,1.4,26,8.5,353,77,10,1014,72,8,35,7.166666666666667,17.566666666666666,0.0,11,21
2017-11-22,1,13,9,10,0.9,25,12.1,176,72,10,1016,50,5,33,7.183333333333334,17.566666666666666,6.9,11,22
2017-11-23,1,13,8,10,0.0,14,13.6,116,71,10,1019,24,5,19,7.2,17.566666666666666,13.8,11,23
2017-11-24,1,15,8,12,0.0,8,13.6,116,70,10,1021,25,6,11,7.216666666666667,17.55,20.7,11,24
2017-11-25,1,18,11,14,0.0,15,13.6,116,48,10,1020,20,2,22,7.233333333333333,17.55,27.6,11,25
2017-11-26,1,17,10,13,0.0,7,13.6,113,48,10,1019,16,2,11,7.25,17.55,34.5,11,26
2017-11-27,1,16,10,13,0.0,4,13.6,113,60,10,1021,15,5,6,7.266666666666667,17.55,41.4,11,27
2017-11-28,1,19,11,14,0.0,6,13.6,113,50,10,1020,5,4,8,7.283333333333333,17.533333333333335,48.3,11,28
2017-11-29,1,17,12,14,0.0,9,13.6,113,61,10,1020,6,6,12,7.283333333333333,17.533333333333335,55.2,11,29
2017-11-30,1,17,10,13,0.0,5,13.6,113,64,10,1023,9,6,8,7.3,17.533333333333335,62.1,11,30
2017-12-01,1,18,11,14,0.0,16,13.6,113,46,10,1022,2,2,25,7.316666666666666,17.533333333333335,69.0,12,1
