date,loc_id,maxtempC,mintempC,avgtempC,totalprecipMM,windspeedKmph,sunhour,weatherCode,humidity,visibilityKm,pressureMB,cloudcover,DewPointC,WindGustKmph,sunrise,sunset,moon_illumination,month,day
2008-07-01,1,34,24,28,0.0,12,13.6,113,48,10,1006,0,14,15,5.566666666666666,19.78333333333333,89.7,7,1
2008-07-02,1,34,23,28,0.0,13,13.6,113,47,10,1006,1,14,18,5.583333333333333,19.78333333333333,82.8,7,2
2008-07-03,1,34,23,27,0.0,12,13.6,113,51,10,1006,1,14,15,5.583333333333333,19.766666666666666,75.9,7,3
2008-07-04,1,34,21,27,0.0,13,13.6,113,54,10,1006,6,15,16,5.6,19.766666666666666,69.0,7,4
2008-07-05,1,34,23,28,0.0,13,13.6,113,46,10,1007,1,13,16,5.6,19.766666666666666,62.1,7,5
2008-07-06,1,33,21,26,0.0,12,13.6,113,58,9,1007,10,16,15,5.616666666666667,19.766666666666666,55.2,7,6
2008-07-07,1,33,20,27,0.0,12,13.6,113,57,9,1006,9,16,16,5.616666666666667,19.766666666666666,48.3,7,7
2008-07-08,1,34,23,28,0.0,12,13.6,113,48,10,1005,0,14,15,5.633333333333333,19.766666666666666,41.4,7,8
2008-07-09,1,35,23,28,0.0,11,13.6,113,45,10,1005,0,13,14,5.633333333333333,19.75,34.5,7,9
2008-07-10,1,38,23,30,0.0,10,13.6,113,32,10,1006,0,7,13,5.65,19.75,27.6,7,10
2008-07-11,1,37,24,30,0.0,10,13.6,113,30,10,1006,0,8,13,5.65,19.75,20.7,7,11
2008-07-12,1,35,24,29,0.0,11,13.6,113,37,10,1005,0,11,15,5.666666666666667,19.75,13.8,7,12
2008-07-13,1,35,23,28,0.0,12,13.6,113,43,10,1007,0,12,15,5.666666666666667,19.73333333333333,6.9,7,13
2008-07-14,1,35,23,28,0.0,13,13.6,113,45,10,1010,0,13,16,5.683333333333334,19.73333333333333,0.0,7,14
2008-07-15,1,36,24,29,0.0,12,13.6,113,51,10,1008,0,16,15,5.683333333333334,19.73333333333333,0.0,7,15
2008-07-16,1,36,24,29,0.0,10,13.6,113,47,10,1005,0,15,12,5.7,19.716666666666665,6.9,7,16
2008-07-17,1,37,25,30,0.0,11,13.6,113,43,10,1004,0,14,14,5.716666666666667,19.716666666666665,13.8,7,17
2008-07-18,1,35,22,28,0.0,11,13.6,113,53,9,1006,9,15,13,5.716666666666667,19.7,20.7,7,18
2008-07-19,1,37,23,29,0.0,10,13.6,113,45,10,1007,0,13,12,5.733333333333333,19.7,27.6,7,19
2008-07-20,1,36,24,29,0.0,11,13.6,113,49,10,1006,0,15,15,5.733333333333333,19.683333333333334,34.5,7,20
2008-07-21,1,36,24,30,0.0,11,13.6,113,40,10,1006,0,12,14,5.75,19.683333333333334,41.4,7,21
2008-07-22,1,37,24,30,0.0,12,13.6,113,35,10,1006,0,11,16,5.766666666666667,19.666666666666668,48.3,7,22
2008-07-23,1,35,24,29,0.0,13,13.6,113,47,10,1006,0,15,16,5.766666666666667,19.666666666666668,55.2,7,23
2008-07-24,1,35,22,28,0.0,14,13.6,113,57,10,1006,2,17,17,5.783333333333333,19.65,62.1,7,24
2008-07-25,1,34,22,27,0.0,13,13.6,113,59,10,1006,4,17,17,5.8,19.633333333333333,69.0,7,25
2008-07-26,1,31,19,24,0.0,15,13.6,113,61,9,1007,21,15,18,5.8,19.633333333333333,75.9,7,26
2008-07-27,1,30,19,24,0.0,14,13.6,113,61,10,1008,9,15,18,5.816666666666666,19.616666666666667,82.8,7,27
2008-07-28,1,31,19,25,0.0,13,13.6,113,64,8,1007,21,16,17,5.816666666666666,19.6,89.7,7,28
2008-07-29,1,31,20,25,0.0,12,13.6,113,65,8,1006,22,17,15,5.833333333333333,19.6,96.6,7,29
2008-07-30,1,33,20,26,0.0,12,13.6,113,62,9,1006,8,17,15,5.85,19.58333333333333,96.6,7,30
2008-07-31,1,35,21,28,0.0,11,13.6,113,59,9,1006,9,17,14,5.85,19.566666666666663,89.7,7,31
2008-08-01,1,35,22,29,0.0,10,13.6,113,52,9,1006,15,15,13,5.866666666666667,19.55,82.8,8,1
2008-08-02,1,35,24,29,0.0,12,13.6,113,47,10,1007,0,14,15,5.883333333333333,19.55,75.9,8,2
2008-08-03,1,34,23,28,0.0,12,13.6,113,49,10,1006,0,15,16,5.883333333333333,19.53333333333333,69.0,8,3
2008-08-04,1,34,23,27,0.0,13,13.6,113,50,10,1006,0,14,17,5.9,19.516666666666666,62.1,8,4
2008-08-05,1,33,21,26,0.0,14,13.6,113,61,8,1005,19,17,17,5.916666666666667,19.5,55.2,8,5
2008-08-06,1,34,22,27,0.0,11,13.6,113,52,10,1004,0,15,14,5.916666666666667,19.48333333333333,48.3,8,6
2008-08-07,1,34,23,28,0.0,12,13.6,113,49,10,1004,1,15,14,5.933333333333334,19.466666666666665,41.4,8,7
2008-08-08,1,34,23,28,0.0,11,13.6,113,48,10,1004,1,14,14,5.95,19.45,34.5,8,8
2008-08-09,1,34,24,28,0.0,12,13.6,113,53,10,1005,3,16,14,5.95,19.433333333333334,27.6,8,9
2008-08-10,1,34,21,27,0.0,13,13.6,113,55,10,1005,2,16,16,5.966666666666667,19.416666666666668,20.7,8,10
2008-08-11,1,35,23,28,0.0,11,13.6,113,49,10,1005,1,15,14,5.983333333333333,19.4,13.8,8,11
2008-08-12,1,34,24,29,0.0,12,13.6,113,48,10,1006,0,14,15,5.983333333333333,19.383333333333333,6.9,8,12
2008-08-13,1,32,21,26,0.0,13,13.6,113,60,8,1007,19,16,16,6.0,19.366666666666667,0.0,8,13
2008-08-14,1,32,20,26,0.0,12,13.6,113,62,9,1005,5,17,14,6.0,19.35,0.0,8,14
2008-08-15,1,34,21,27,0.0,11,13.6,113,59,10,1004,5,17,13,6.016666666666667,19.33333333333333,6.9,8,15
2008-08-16,1,34,24,29,0.0,11,13.6,113,45,10,1004,0,12,14,6.033333333333333,19.316666666666663,13.8,8,16
2008-08-17,1,36,24,30,0.0,10,13.6,113,34,10,1006,0,10,15,6.033333333333333,19.3,20.7,8,17
2008-08-18,1,40,25,31,0.0,12,13.6,113,34,10,1007,0,11,16,6.05,19.28333333333333,27.6,8,18
2008-08-19,1,39,25,30,0.0,13,13.6,113,44,10,1005,0,14,15,6.066666666666666,19.266666666666666,34.5,8,19
2008-08-20,1,38,25,30,0.0,11,13.6,113,54,10,1005,0,17,14,6.066666666666666,19.25,41.4,8,20
2008-08-21,1,34,23,27,0.0,14,13.6,113,69,10,1006,7,20,18,6.083333333333333,19.23333333333333,48.3,8,21
2008-08-22,1,34,23,28,0.1,12,13.6,113,59,9,1006,22,17,16,6.083333333333333,19.2,55.2,8,22
2008-08-23,1,34,23,28,0.0,12,13.6,113,55,10,1005,1,17,14,6.1,19.183333333333334,62.1,8,23
2008-08-24,1,35,24,29,0.0,10,13.6,113,55,10,1006,2,17,12,6.116666666666666,19.166666666666668,69.0,8,24
2008-08-25,1,36,23,30,0.0,8,13.6,113,53,9,1009,5,16,10,6.116666666666666,19.15,75.9,8,25
2008-08-26,1,38,26,32,0.0,9,13.6,113,38,10,1009,1,14,13,6.133333333333334,19.133333333333333,82.8,8,26
2008-08-27,1,39,27,31,0.0,10,13.6,113,42,10,1007,10,15,14,6.15,19.1,89.7,8,27
2008-08-28,1,40,25,31,0.0,9,13.6,113,46,10,1007,28,15,14,6.15,19.08333333333333,96.6,8,28
2008-08-29,1,38,27,31,0.0,12,13.6,113,44,10,1008,27,16,15,6.166666666666667,19.066666666666663,96.6,8,29
2008-08-30,1,38,24,29,0.0,11,13.6,113,49,10,1008,4,15,14,6.166666666666667,19.05,89.7,8,30
2008-08-31,1,37,22,28,0.0,11,13.6,113,57,9,1008,11,17,14,6.183333333333334,19.03333333333333,82.8,8,31
2008-09-01,1,37,22,28,0.0,10,13.6,113,60,10,1009,7,18,12,6.2,19.0,69.0,9,1
2008-09-02,1,35,20,26,0.0,11,13.6,113,59,9,1010,25,16,14,6.2,18.98333333333333,62.1,9,2
2008-09-03,1,35,21,27,0.0,11,13.6,113,58,10,1009,12,16,14,6.216666666666667,18.966666666666665,55.2,9,3
2008-09-04,1,40,23,31,0.0,8,13.6,113,50,10,1008,11,16,11,6.216666666666667,18.933333333333334,48.3,9,4
2008-09-05,1,39,24,30,0.0,9,13.6,113,53,10,1008,22,18,12,6.233333333333333,18.916666666666668,41.4,9,5
2008-09-06,1,37,24,30,0.0,10,13.6,113,51,10,1008,23,17,13,6.25,18.9,34.5,9,6
2008-09-07,1,38,26,30,0.0,10,13.6,113,45,10,1007,13,15,14,6.25,18.866666666666667,27.6,9,7
2008-09-08,1,35,24,28,0.0,11,13.6,113,52,10,1008,1,16,13,6.266666666666667,18.85,20.7,9,8
2008-09-09,1,32,20,26,0.0,11,13.6,113,58,9,1009,15,15,14,6.266666666666667,18.83333333333333,13.8,9,9
2008-09-10,1,34,21,27,0.0,12,13.6,113,53,9,1009,6,15,15,6.283333333333333,18.816666666666663,6.9,9,10
2008-09-11,1,34,23,28,0.0,10,13.6,113,38,10,1009,0,10,14,6.3,18.78333333333333,0.0,9,11
2008-09-12,1,35,23,29,0.0,9,13.6,113,36,10,1008,1,11,12,6.3,18.766666666666666,0.0,9,12
2008-09-13,1,30,22,26,0.0,14,13.6,113,53,10,1010,2,14,18,6.316666666666666,18.75,6.9,9,13
2008-09-14,1,31,20,25,0.0,12,13.6,113,59,9,1012,8,15,15,6.333333333333333,18.716666666666665,13.8,9,14
2008-09-15,1,35,21,29,0.0,6,13.6,113,50,10,1011,2,15,9,6.333333333333333,18.7,20.7,9,15
2008-09-16,1,37,24,30,0.0,8,13.6,113,40,10,1010,1,13,10,6.35,18.683333333333334,27.6,9,16
2008-09-17,1,36,25,30,0.0,10,13.6,113,33,10,1009,0,10,14,6.35,18.65,34.5,9,17
2008-09-18,1,33,23,27,0.0,12,13.6,113,47,10,1010,1,13,15,6.366666666666666,18.633333333333333,41.4,9,18
2008-09-19,1,30,18,24,0.0,10,13.6,113,60,9,1011,12,15,13,6.383333333333334,18.616666666666667,48.3,9,19
2008-09-20,1,30,21,25,0.0,10,13.6,113,55,10,1011,4,14,12,6.383333333333334,18.58333333333333,55.2,9,20
2008-09-21,1,32,22,26,0.0,8,13.6,113,44,10,1012,1,10,11,6.4,18.566666666666663,62.1,9,21
2008-09-22,1,33,22,28,0.0,9,13.6,113,31,10,1011,4,8,13,6.4,18.55,69.0,9,22
2008-09-23,1,31,20,26,0.0,15,13.6,113,41,10,1010,5,11,20,6.416666666666667,18.516666666666666,75.9,9,23
2008-09-24,1,28,18,22,0.0,12,13.6,113,60,10,1014,10,13,15,6.433333333333334,18.5,82.8,9,24
2008-09-25,1,31,20,25,0.0,9,13.6,113,45,10,1013,3,11,12,6.433333333333334,18.48333333333333,89.7,9,25
2008-09-26,1,30,22,25,0.0,15,13.6,113,49,10,1011,17,13,21,6.45,18.45,96.6,9,26
2008-09-27,1,23,20,22,4.7,16,9.7,353,76,9,1013,81,17,20,6.466666666666667,18.433333333333334,96.6,9,27
2008-09-28,1,26,19,21,0.2,11,12.1,113,70,10,1015,45,15,14,6.466666666666667,18.416666666666668,89.7,9,28
2008-09-29,1,30,18,24,0.0,6,13.6,113,56,9,1015,7,14,8,6.483333333333333,18.383333333333333,82.8,9,29
2008-09-30,1,25,19,21,0.6,15,10.9,122,62,9,1015,61,13,20,6.483333333333333,18.366666666666667,75.9,9,30
2008-10-01,1,26,19,21,0.0,9,13.6,113,60,10,1018,5,12,11,6.5,18.35,69.0,10,1
2008-10-02,1,26,18,21,0.0,9,13.6,113,63,10,1017,3,12,11,6.516666666666667,18.33333333333333,62.1,10,2
2008-10-03,1,31,18,24,0.0,6,13.6,113,54,10,1017,5,12,7,6.516666666666667,18.3,55.2,10,3
2008-10-04,1,34,21,26,0.0,6,13.6,113,38,10,1016,5,10,10,6.533333333333333,18.28333333333333,48.3,10,4
2008-10-05,1,34,23,28,0.0,8,13.6,113,32,10,1016,5,9,10,6.55,18.266666666666666,41.4,10,5
2008-10-06,1,32,23,26,0.0,10,13.6,113,48,10,1017,1,13,13,6.55,18.23333333333333,34.5,10,6
2008-10-07,1,28,19,23,0.0,10,13.6,113,59,10,1016,7,14,13,6.566666666666666,18.216666666666665,27.6,10,7
2008-10-08,1,29,19,23,0.0,9,13.6,113,57,10,1015,2,12,11,6.583333333333333,18.2,20.7,10,8
2008-10-09,1,28,17,22,0.0,9,13.6,113,60,9,1016,17,11,12,6.583333333333333,18.183333333333334,13.8,10,9
2008-10-10,1,26,17,20,0.0,10,13.6,113,69,8,1017,26,14,13,6.6,18.166666666666668,6.9,10,10
2008-10-11,1,25,17,20,0.0,11,13.6,113,69,8,1015,27,13,14,6.616666666666667,18.133333333333333,0.0,10,11
2008-10-12,1,27,17,21,0.0,6,13.6,113,58,9,1012,5,11,8,6.633333333333333,18.116666666666667,0.0,10,12
2008-10-13,1,31,20,25,0.0,9,13.6,113,36,10,1014,2,8,14,6.633333333333333,18.1,6.9,10,13
2008-10-14,1,36,25,29,0.2,10,13.6,113,25,10,1014,14,5,16,6.65,18.08333333333333,13.8,10,14
2008-10-15,1,23,18,21,2.77,13,13.3,353,68,9,1018,35,15,18,6.666666666666667,18.066666666666663,20.7,10,15
2008-10-16,1,24,17,20,0.0,11,13.6,113,68,10,1018,14,13,14,6.666666666666667,18.05,27.6,10,16
2008-10-17,1,28,18,22,0.0,6,13.6,113,54,10,1017,4,11,9,6.683333333333334,18.03333333333333,34.5,10,17
2008-10-18,1,30,19,23,0.0,7,13.6,113,42,10,1016,9,9,10,6.7,18.0,41.4,10,18
2008-10-19,1,34,18,25,0.0,3,13.3,113,39,10,1016,41,8,5,6.716666666666667,17.983333333333334,48.3,10,19
2008-10-20,1,31,21,25,0.0,6,13.6,113,48,10,1013,3,11,7,6.716666666666667,17.966666666666665,55.2,10,20
2008-10-21,1,26,18,21,0.0,10,13.3,113,71,9,1011,34,15,13,6.733333333333333,17.95,62.1,10,21
2008-10-22,1,26,17,21,0.7,9,13.6,116,65,9,1011,23,13,12,6.75,17.933333333333334,69.0,10,22
2008-10-23,1,23,18,20,1.1,6,13.6,116,69,10,1012,26,13,8,6.766666666666667,17.916666666666668,75.9,10,23
2008-10-24,1,24,15,20,0.4,6,12.1,200,58,9,1013,41,11,8,6.783333333333333,17.9,82.8,10,24
2008-10-25,1,24,18,21,1.41,10,13.6,116,54,10,1014,33,10,13,6.783333333333333,17.883333333333333,89.7,10,25
2008-10-26,1,24,17,20,2.84,7,13.6,200,68,10,1015,36,13,10,6.8,17.866666666666667,96.6,10,26
2008-10-27,1,23,16,18,0.0,8,13.6,113,70,9,1015,19,12,10,6.816666666666666,17.85,96.6,10,27
2008-10-28,1,20,15,17,1.6,10,13.3,353,76,10,1015,45,12,13,6.833333333333333,17.833333333333332,89.7,10,28
2008-10-29,1,20,13,16,0.2,12,13.6,116,77,8,1017,49,11,16,6.85,17.816666666666666,82.8,10,29
2008-10-30,1,21,13,17,0.0,9,13.6,113,73,7,1019,33,11,13,6.85,17.8,75.9,10,30
2008-10-31,1,22,15,18,0.0,7,13.6,113,75,7,1021,19,13,10,6.866666666666667,17.8,69.0,10,31
2008-11-01,1,25,15,19,0.0,5,13.6,113,59,9,1019,7,10,7,6.883333333333333,17.783333333333335,55.2,11,1
2008-11-02,1,24,16,20,0.0,8,13.6,116,39,10,1018,32,5,12,6.9,17.766666666666666,48.3,11,2
2008-11-03,1,24,16,20,0.0,9,13.6,113,36,10,1017,10,4,15,6.916666666666667,17.75,41.4,11,3
2008-11-04,1,23,16,19,0.0,15,13.6,116,33,10,1018,19,2,24,6.933333333333334,17.733333333333334,34.5,11,4
2008-11-05,1,23,15,19,0.0,13,13.6,113,33,10,1019,3,2,22,6.933333333333334,17.716666666666665,27.6,11,5
2008-11-06,1,26,15,19,0.0,7,13.6,113,29,10,1017,2,1,13,6.95,17.716666666666665,20.7,11,6
2008-11-07,1,25,15,19,0.0,9,13.6,113,23,10,1018,0,-3,16,6.966666666666667,17.7,13.8,11,7
2008-11-08,1,23,15,19,0.0,18,12.1,113,21,10,1019,36,-4,30,6.983333333333333,17.683333333333334,6.9,11,8
2008-11-09,1,27,16,20,0.0,8,13.6,113,29,10,1018,2,1,14,7.0,17.666666666666668,0.0,11,9
2008-11-10,1,25,15,20,0.0,6,13.6,113,37,10,1018,4,4,10,7.016666666666667,17.666666666666668,0.0,11,10
2008-11-11,1,25,16,21,0.0,15,13.6,116,41,10,1017,26,6,22,7.033333333333333,17.65,6.9,11,11
2008-11-12,1,22,18,20,1.2,12,13.6,200,40,10,1017,30,5,16,7.05,17.65,13.8,11,12
2008-11-13,1,20,15,17,7.0,9,13.6,113,75,9,1018,28,12,12,7.05,17.633333333333333,20.7,11,13
2008-11-14,1,20,14,16,0.0,7,13.6,113,69,8,1020,13,10,11,7.066666666666666,17.616666666666667,27.6,11,14
2008-11-15,1,22,14,17,0.0,7,13.6,113,54,10,1020,4,7,11,7.083333333333333,17.616666666666667,34.5,11,15
2008-11-16,1,21,14,17,0.0,7,13.3,113,37,10,1019,22,2,12,7.1,17.6,41.4,11,16
2008-11-17,1,22,14,18,0.0,5,13.6,113,37,10,1016,2,3,8,7.116666666666666,17.6,48.3,11,17
2008-11-18,1,24,14,19,0.0,16,13.3,113,33,10,1014,32,1,27,7.133333333333334,17.583333333333332,55.2,11,18
2008-11-19,1,22,19,20,0.0,11,13.3,116,42,10,1015,55,7,18,7.15,17.583333333333332,62.1,11,19
2008-11-20,1,22,17,19,0.0,9,13.6,113,65,9,1018,18,12,13,7.166666666666667,17.583333333333332,69.0,11,20
2008-11-21,1,20,14,16,0.0,7,13.3,113,76,8,1018,41,12,11,7.183333333333334,17.566666666666666,75.9,11,21
2008-11-22,1,19,13,15,0.0,8,13.6,113,76,7,1015,16,10,11,7.183333333333334,17.566666666666666,82.8,11,22
2008-11-23,1,20,12,16,0.0,6,13.6,113,62,10,1017,9,8,10,7.2,17.566666666666666,89.7,11,23
2008-11-24,1,23,14,18,0.0,7,13.6,113,36,10,1020,5,1,12,7.216666666666667,17.55,96.6,11,24
2008-11-25,1,24,15,18,0.0,10,13.6,113,33,10,1021,5,2,18,7.233333333333333,17.55,96.6,11,25
2008-11-26,1,25,16,20,0.0,8,13.6,113,38,10,1018,8,4,14,7.25,17.55,89.7,11,26
2008-11-27,1,23,15,19,0.0,8,13.6,113,51,10,1016,6,7,12,7.266666666666667,17.55,82.8,11,27
2008-11-28,1,17,12,14,3.4,12,8.5,353,84,8,1015,78,11,17,7.283333333333333,17.533333333333335,75.9,11,28
2008-11-29,1,16,11,14,1.7,12,13.3,113,67,7,1018,42,7,16,7.3,17.533333333333335,69.0,11,29
2008-11-30,1,20,10,15,0.0,6,13.6,113,50,10,1021,5,3,10,7.3,17.533333333333335,62.1,11,30
2008-12-01,1,22,13,17,0.0,7,13.6,113,39,10,1020,1,3,12,7.316666666666666,17.533333333333335,55.2,12,1
2008-12-02,1,23,12,17,0.0,10,13.6,113,35,10,1020,4,1,18,7.333333333333333,17.533333333333335,48.3,12,2
2008-12-03,1,20,12,15,0.0,19,13.6,113,29,10,1019,1,-3,32,7.35,17.533333333333335,41.4,12,3
2008-12-04,1,21,12,16,0.0,19,13.6,113,21,10,1022,5,-7,33,7.366666666666666,17.533333333333335,34.5,12,4
2008-12-05,1,21,13,16,0.0,20,13.3,113,22,10,1024,37,-6,33,7.366666666666666,17.533333333333335,27.6,12,5
2008-12-06,1,22,13,16,0.0,17,13.3,113,19,10,1023,20,-8,30,7.383333333333334,17.533333333333335,20.7,12,6
2008-12-07,1,22,12,17,0.0,9,13.6,113,14,10,1017,15,-12,16,7.4,17.533333333333335,13.8,12,7
2008-12-08,1,19,13,15,0.0,7,13.6,113,62,10,1015,9,8,11,7.416666666666667,17.533333333333335,6.9,12,8
2008-12-09,1,18,12,14,0.1,11,13.3,116,80,8,1017,52,10,16,7.433333333333334,17.55,0.0,12,9
2008-12-10,1,16,11,13,2.3,10,12.1,113,63,10,1022,54,6,15,7.433333333333334,17.55,0.0,12,10
2008-12-11,1,17,9,12,0.0,20,13.6,113,40,10,1024,7,-1,33,7.45,17.55,6.9,12,11
2008-12-12,1,18,10,13,0.0,16,13.6,113,28,10,1019,3,-5,26,7.466666666666667,17.55,13.8,12,12
2008-12-13,1,18,10,14,0.0,10,13.6,113,51,9,1016,13,3,19,7.466666666666667,17.55,20.7,12,13
2008-12-14,1,15,10,13,0.0,8,10.9,248,87,4,1019,67,10,12,7.483333333333333,17.566666666666666,27.6,12,14
2008-12-15,1,17,10,13,0.0,9,13.6,113,78,8,1019,25,9,14,7.5,17.566666666666666,34.5,12,15
2008-12-16,1,17,10,13,0.0,6,13.6,113,61,10,1021,3,5,10,7.5,17.566666666666666,41.4,12,16
2008-12-17,1,20,9,13,0.0,9,13.6,113,26,10,1022,0,-6,16,7.516666666666667,17.583333333333332,48.3,12,17
2008-12-18,1,19,9,14,0.0,16,13.3,113,11,10,1022,20,-16,28,7.516666666666667,17.583333333333332,55.2,12,18
2008-12-19,1,21,12,16,0.0,17,13.6,113,10,10,1020,10,-17,30,7.533333333333333,17.6,62.1,12,19
2008-12-20,1,18,12,15,0.0,10,13.3,116,11,10,1016,39,-15,20,7.55,17.6,69.0,12,20
2008-12-21,1,19,14,17,0.0,6,13.3,116,40,10,1013,49,2,9,7.55,17.616666666666667,75.9,12,21
2008-12-22,1,19,12,15,0.0,10,13.6,113,56,10,1010,26,5,16,7.566666666666666,17.616666666666667,82.8,12,22
2008-12-23,1,15,9,11,0.0,17,13.6,113,51,10,1014,16,1,25,7.566666666666666,17.633333333333333,89.7,12,23
2008-12-24,1,12,8,10,11.3,22,8.5,296,79,9,1016,91,6,32,7.583333333333333,17.633333333333333,96.6,12,24
2008-12-25,1,11,8,10,10.1,10,8.5,266,88,6,1020,92,8,13,7.583333333333333,17.65,96.6,12,25
2008-12-26,1,13,7,9,0.0,8,12.1,119,76,9,1023,46,5,12,7.583333333333333,17.65,89.7,12,26
2008-12-27,1,13,8,10,0.0,12,10.9,122,55,10,1021,58,1,22,7.6,17.666666666666668,82.8,12,27
2008-12-28,1,15,9,11,0.0,17,13.6,113,51,10,1018,4,1,29,7.6,17.683333333333334,75.9,12,28
2008-12-29,1,14,9,11,0.0,10,13.6,113,72,9,1018,28,6,17,7.6,17.683333333333334,69.0,12,29
2008-12-30,1,14,10,11,0.7,7,10.9,176,85,5,1018,69,8,11,7.616666666666667,17.7,62.1,12,30
2008-12-31,1,10,7,9,4.0,16,8.5,143,87,5,1017,79,7,22,7.616666666666667,17.716666666666665,55.2,12,31
2009-01-01,1,7,1,4,0.0,17,13.6,113,77,9,1022,22,0,23,7.616666666666667,17.716666666666665,41.4,1,1
2009-01-02,1,9,3,6,0.0,5,13.6,113,77,8,1025,8,2,8,7.616666666666667,17.733333333333334,34.5,1,2
2009-01-03,1,12,5,8,0.0,14,13.6,113,51,10,1024,11,-3,24,7.633333333333333,17.75,27.6,1,3
2009-01-04,1,12,4,7,0.0,8,13.6,113,33,10,1022,2,-8,13,7.633333333333333,17.766666666666666,20.7,1,4
2009-01-05,1,15,6,10,0.0,9,13.6,113,38,10,1021,13,-4,17,7.633333333333333,17.766666666666666,13.8,1,5
2009-01-06,1,17,7,11,0.0,12,13.6,113,29,10,1018,0,-7,22,7.633333333333333,17.783333333333335,6.9,1,6
2009-01-07,1,17,9,12,0.0,10,13.6,113,43,10,1017,5,-2,18,7.633333333333333,17.8,0.0,1,7
2009-01-08,1,15,8,11,0.0,5,13.3,113,80,8,1021,52,8,8,7.633333333333333,17.816666666666666,0.0,1,8
2009-01-09,1,12,7,10,0.0,7,12.1,113,84,10,1023,34,7,11,7.633333333333333,17.833333333333332,6.9,1,9
2009-01-10,1,15,7,10,0.0,7,13.6,113,72,8,1023,11,5,12,7.633333333333333,17.85,13.8,1,10
2009-01-11,1,14,7,11,0.9,9,12.1,116,81,9,1021,62,7,14,7.633333333333333,17.85,20.7,1,11
2009-01-12,1,14,8,10,0.0,8,13.6,113,63,8,1025,4,3,13,7.633333333333333,17.866666666666667,27.6,1,12
2009-01-13,1,13,4,8,0.0,13,13.6,113,25,10,1029,11,-11,22,7.633333333333333,17.883333333333333,34.5,1,13
2009-01-14,1,15,6,10,0.0,20,12.1,113,17,10,1029,28,-14,32,7.633333333333333,17.9,41.4,1,14
2009-01-15,1,17,8,12,0.0,20,13.6,113,16,10,1027,7,-14,33,7.616666666666667,17.916666666666668,48.3,1,15
2009-01-16,1,17,9,14,0.0,17,13.6,116,15,10,1021,28,-13,30,7.616666666666667,17.933333333333334,55.2,1,16
2009-01-17,1,17,11,13,0.2,15,13.3,116,48,10,1017,38,-1,24,7.616666666666667,17.95,62.1,1,17
2009-01-18,1,15,9,11,0.4,9,12.1,122,83,9,1020,56,8,13,7.616666666666667,17.966666666666665,69.0,1,18
2009-01-19,1,13,7,10,0.0,7,13.3,113,79,8,1020,28,6,11,7.6,17.966666666666665,75.9,1,19
2009-01-20,1,15,7,11,0.0,5,13.6,113,75,8,1019,34,6,9,7.6,17.983333333333334,82.8,1,20
2009-01-21,1,18,9,13,0.0,14,13.6,113,44,10,1019,21,1,24,7.6,18.0,89.7,1,21
2009-01-22,1,21,11,15,0.0,17,13.6,113,34,10,1020,0,-1,28,7.583333333333333,18.016666666666666,96.6,1,22
2009-01-23,1,17,10,14,0.2,24,12.1,116,26,9,1016,58,-6,39,7.583333333333333,18.03333333333333,96.6,1,23
2009-01-24,1,16,10,14,0.2,11,13.6,113,41,9,1011,28,-1,16,7.583333333333333,18.05,89.7,1,24
2009-01-25,1,19,9,13,0.0,6,13.6,113,48,10,1014,2,1,10,7.566666666666666,18.066666666666663,82.8,1,25
2009-01-26,1,19,10,14,0.0,12,13.6,113,43,10,1017,13,0,20,7.566666666666666,18.08333333333333,75.9,1,26
2009-01-27,1,18,9,13,0.0,7,13.6,116,71,8,1020,44,7,12,7.55,18.1,69.0,1,27
2009-01-28,1,23,12,16,0.0,16,13.3,113,35,10,1014,38,0,28,7.55,18.116666666666667,62.1,1,28
2009-01-29,1,17,10,14,0.0,15,13.6,113,53,10,1012,14,4,22,7.533333333333333,18.116666666666667,55.2,1,29
2009-01-30,1,15,8,11,0.0,10,13.6,113,52,10,1013,8,1,16,7.516666666666667,18.133333333333333,48.3,1,30
2009-01-31,1,16,7,11,0.1,14,13.6,113,46,10,1013,16,-2,22,7.516666666666667,18.15,41.4,1,31
2009-02-01,1,13,8,10,3.0,12,10.9,116,87,8,1019,73,8,17,7.5,18.166666666666668,27.6,2,1
2009-02-02,1,16,7,12,0.0,8,13.6,113,74,10,1023,17,7,12,7.5,18.183333333333334,20.7,2,2
2009-02-03,1,20,9,14,0.0,7,13.6,113,59,10,1024,1,5,12,7.483333333333333,18.2,13.8,2,3
2009-02-04,1,21,10,15,0.0,18,13.3,116,34,10,1020,31,-1,30,7.466666666666667,18.216666666666665,6.9,2,4
2009-02-05,1,24,12,17,0.0,12,13.6,113,26,10,1015,4,-4,20,7.45,18.23333333333333,0.0,2,5
2009-02-06,1,18,9,14,0.0,10,13.6,113,57,9,1014,14,5,15,7.45,18.25,0.0,2,6
2009-02-07,1,18,8,13,0.1,8,13.3,113,76,6,1016,48,8,12,7.433333333333334,18.266666666666666,6.9,2,7
2009-02-08,1,22,11,17,0.0,14,13.6,113,40,10,1016,24,1,24,7.416666666666667,18.266666666666666,13.8,2,8
2009-02-09,1,27,15,19,0.0,15,13.3,116,26,10,1011,37,-3,26,7.4,18.28333333333333,20.7,2,9
2009-02-10,1,14,9,11,10.1,27,12.1,353,72,9,1011,66,6,35,7.383333333333334,18.3,27.6,2,10
